name,Model,price,Giá hiện tại,Khuyến mãi,Link,Mô tả
Laptop Asus Vivobook 16 M1607KA R7 AI 350/16GB/512GB/OfficeHS24+365/Win11 (MB091WS),Asus,Không có,22.990.000₫,Không có,//www.thegioididong.com/laptop/asus-vivobook-16-m1607ka-r7-ai-350-mb091ws,"['Laptop Asus Vivobook 16 M1607KA R7 AI 350 (MB091WS) là một chiếc laptop lý tưởng cho những ai cần một thiết bị mạnh mẽ, bền bỉ nhưng vẫn linh hoạt. Với cấu hình ấn tượng, màn hình rộng rãi và nhiều tính năng hiện đại, đây là sự lựa chọn hoàn hảo cho sinh viên, nhân viên văn phòng và những người yêu thích sáng tạo nội dung.']"
Laptop Lenovo Gaming Legion Pro 5 16IRX9 i9 14900HX/32GB/1TB/8GB RTX4070/240Hz/Win11 (83DF0046VN),Lenovo,Không có,Không có,Không có,//www.thegioididong.com/laptop/lenovo-legion-pro-5-16irx9-i9-83df0046vn,"['Sở hữu cấu hình ""quái vật"" khi được trang bị vi xử lý Intel Core thế hệ 14 cùng những cải tiến vượt bậc, Lenovo Legion Pro 5 16IRX9 i9 14900HX (83DF0046VN) sẵn sàng mang đến cho bạn những trải nghiệm chiến game, thiết kế đồ họa đỉnh cao, thỏa mãn mọi đam mê chinh phục thế giới ảo và những công việc khó nhằn.', 'Nâng tầm sáng tạo và giải trí với chip Intel Gen 14 và card đồ họa RTX 4070']"
Laptop MacBook Pro 14 inch M4 Pro 48GB/1TB,MacBook,Không có,64.990.000₫,Không có,//www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-48gb-1tb,"['Đầu năm 2024, Apple tiếp tục khẳng định vị thế dẫn đầu ngành công nghệ khi ra mắt dòng sản phẩm Macbook Pro 14 inch M4 Pro 48GB/1TB. Đây là một bước tiến mới trong lĩnh vực máy tính xách tay, mang đến sự kết hợp hoàn hảo giữa hiệu năng vượt bậc và trí tuệ nhân tạo AI ""hoàn toàn mới"". Từ thiết kế, hiệu suất đến các tính năng thông minh, sản phẩm này tiếp tục củng cố niềm tin của giới công nghệ vào thương hiệu ""Táo khuyết"".', 'Bước tiến đột phá về hiệu suất']"
Laptop Lenovo ThinkBook 14 G6 i7 1355U/16GB/512GB/Win11 (21KG00BQVN),Lenovo,22.990.000₫,21.590.000₫ *,-6%,//www.thegioididong.com/laptop/lenovo-thinkbook-14-g6-i7-21kg00bqvn,"['Nếu bạn đang tìm kiếm một chiếc laptop học tập - văn phòng chuyên nghiệp, hiệu năng mạnh mẽ, thiết kế tinh tế nhưng vẫn hợp túi tiền thì laptop Lenovo ThinkBook 14 G6 i7 1355U (21KG00BQVN) không thể nằm ngoài ""danh sách lựa chọn"". Với cấu hình vượt trội, các công nghệ hiện đại và mức giá cạnh tranh, đây là công cụ hỗ trợ không thể thiếu cho học sinh, sinh viên và nhân viên văn phòng.']"
Laptop MSI Gaming Thin 15 B13UCX i5 13420H/16GB/512GB/4GB RTX2050/144Hz/Balo/Win11 (2080VN),MSI,19.990.000₫,17.690.000₫ *,-11%,//www.thegioididong.com/laptop/msi-thin-15-b13ucx-i5-2080vn,"['Trong phân khúc laptop gaming tầm trung, MSI Thin 15 B13UCX i5 13420H (2080VN) nổi bật như một lựa chọn ""quốc dân"" cho học sinh, sinh viên và những game thủ không cần phải chi quá nhiều mà vẫn muốn trải nghiệm hiệu suất ấn tượng. Với thiết kế tinh tế, hiệu năng mạnh mẽ, các tính năng được tối ưu hóa cho chơi game, đây là công cụ lý tưởng cho cả giải trí và vận hành trong học tập, công việc.']"
Laptop Acer Aspire 5 A515 58M 56YX i5 13420H/16GB/512GB/Win11 (NX.KQ8SV.005),Acer,17.490.000₫,14.990.000₫ *,-14%,//www.thegioididong.com/laptop/acer-aspire-5-a515-58m-56yx-i5-nxkq8sv005,"['Laptop Acer Aspire 5 A515 58M 56YX i5 13420H (NX.KQ8SV.005) là một trong những sự lựa chọn đáng chú ý trong phân khúc laptop cận trung cấp hiện nay. Với thiết kế tinh tế, hiệu suất mạnh mẽ và giá cả phải chăng, sản phẩm này hứa hẹn mang lại trải nghiệm đáng giá cho bạn.']"
Laptop Lenovo Gaming LOQ 15ARP9 R7 7435HS/24GB/512GB/8GB RTX4060/144Hz/Win11 (83JC003YVN),Lenovo,31.490.000₫,30.190.000₫ *,Không có,//www.thegioididong.com/laptop/lenovo-loq-15iax9-i5-83jc003yvn,"['Định hình từ vẻ đẹp độc đáo bên ngoài, cuốn hút với khả năng đáp ứng game ấn tượng trên mẫu laptop Lenovo Gaming LOQ 15IAX9 R7 7435HS (83JC003YVN). ""Chiến binh"" đến từ nhà Lenovo này sở hữu chip AMD Ryzen 7 mạnh mẽ, card rời RTX 40 series, RAM 24 GB,... sẽ cùng bạn có những khoảnh khắc giải trí, chiến đấu thật kích thích.']"
Laptop HP Pavilion 15 eg3091TU i7 1355U/16GB/512GB/Win11 (8C5L2PA),HP,Không có,Không có,Không có,//www.thegioididong.com/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa,"['Laptop HP Pavilion 15 eg3091TU i7 1355U (8C5L2PA) sở hữu trong mình hiệu năng vượt trội từ dòng chip Intel thế hệ mới, vẻ ngoài thanh lịch cùng các tiện ích hiện đại. Đây chắc chắn sẽ là mẫu laptop học tập - văn phòng lý tưởng cho sinh viên và người đi làm.']"
Laptop Lenovo IdeaPad Slim 3 15IRH10 i7 13620H/16GB/512GB/Win11 (83K1000JVN),Lenovo,Không có,19.490.000₫,Không có,//www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh10-i7-83k1000jvn,Không có
Laptop Samsung Galaxy Chromebook Go XE340XDA N4500/4GB/32GB/ChromeOS,Samsung,11.990.000₫,8.990.000₫,-25%,//www.thegioididong.com/laptop/samsung-galaxy-chromebook-go-xe340xda-n4500,"['Bạn đang tìm kiếm một chiếc laptop học tập và văn phòng giúp xử lý hiệu quả mọi tác vụ công việc và giải trí hàng ngày? Hãy cân nhắc đến laptop Samsung Galaxy Chromebook Go XE340XDA N4500, một thiết bị mang lại hiệu năng ổn định, thiết kế tinh tế và mức giá lý tưởng, chắc chắn sẽ đáp ứng đầy đủ nhu cầu của bạn.']"
Laptop Asus Vivobook Go 15 E1504FA R5 7520U/16GB/512GB/Chuột/Win11 (NJ776W),Asus,14.490.000₫,12.990.000₫ *,-10%,//www.thegioididong.com/laptop/asus-vivobook-go-15-e1504fa-r5-nj776w,"['Laptop Asus Vivobook Go 15 E1504FA R5 7520U (NJ776W) mang phong cách thiết kế sang trọng, hiệu năng mạnh mẽ cùng tính đa năng sử dụng, chắc chắn sẽ giúp bạn đáp ứng mọi tác vụ công việc và học tập hàng ngày một cách hiệu quả và chuyên nghiệp nhất.', 'Thiết kế quen thuộc, kiểu cách sang trọng']"
Laptop MacBook Air 15 inch M4 24GB/512GB,MacBook,Không có,41.990.000₫,Không có,//www.thegioididong.com/laptop/macbook-air-15-inch-m4-24gb-512gb,"['Với thiết kế siêu mỏng nhẹ, màn hình lớn sắc nét, hiệu năng mạnh mẽ từ chip Apple M4 và bộ nhớ RAM 24 GB, MacBook Air 15 inch M4 24GB/512GB là lựa chọn hoàn hảo cho những ai cần một chiếc laptop di động nhưng vẫn đáp ứng tốt mọi nhu cầu công việc và giải trí. Đây chắc chắn là thiết bị lý tưởng để nâng cao hiệu suất làm việc và tận hưởng công nghệ tiên tiến một cách trọn vẹn.', 'Thiết kế tinh tế, tối ưu cho di động']"
Laptop Acer Predator Helios Neo PHN16 71 53M7 i5 13500HX/16GB/512GB/8GB RTX4060/165Hz/Win11 (NH.QLUSV.005),Acer,37.990.000₫,27.690.000₫ *,-27%,//www.thegioididong.com/laptop/acer-predator-helios-neo-phn16-71-53m7-i5-nhqlusv005,"['Laptop Acer Predator Helios Neo PHN16 71 53M7 i5 13500HX (NH.QLUSV.005) là sự lựa chọn hàng đầu cho các game thủ và người làm việc chuyên nghiệp cần một chiếc máy tính mạnh mẽ, hiệu suất cao. Đây là mẫu laptop gaming mang trong mình sức mạnh đỉnh cao với cấu hình vượt trội từ chip Intel dòng HX hiệu năng cao, card đồ họa rời RTX 40 series, mang đến trải nghiệm mượt mà cho cả chơi game lẫn xử lý công việc đồ họa.']"
Laptop Acer Aspire 5 A514 54 5127 i5 1135G7/8GB/512GB/Win11 (NX.A28SV.007),Acer,15.490.000₫,12.990.000₫ *,-16%,//www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007,"['Laptop Acer Aspire A514 54 5127 i5 (NX.A28SV.007) sở hữu diện mạo đơn giản, thanh lịch cùng cấu hình mạnh mẽ đến từ con chip Intel gen 11 sẵn sàng đáp ứng các nhu cầu học tập, làm việc và giải trí cơ bản của người dùng.']"
Laptop MacBook Air 15 inch M3 16GB/256GB/10GPU,MacBook,Không có,Không có,Không có,//www.thegioididong.com/laptop/macbook-air-15-inch-m3-2024-16gb-256gb,"['Trong những tháng đầu năm 2024, nhà Apple đã âm thầm khẳng định vị thế của mình với mẫu MacBook Air 15 inch M3 2024 8-core CPU trong phân khúc laptop cao cấp - sang trọng với phong cách thiết kế thời thượng, đẳng cấp cùng sức mạnh bộc phá đến từ bộ vi xử lý Apple M3 mạnh mẽ, hứa hẹn đưa đến những trải nghiệm sử dụng không gì sánh bằng.', 'Khám phá nguồn sức mạnh từ dòng chip M3 tiên tiến']"
Laptop LG Gram 17Z90S Ultra 7 155H/16GB/1TB/Win11 (17Z90S-G.AH78A5),LG,49.290.000₫,44.990.000₫,-8%,//www.thegioididong.com/laptop/lg-gram-17z90s-ultra-7-17z90sgah78a5,"['Nếu bạn đang tìm kiếm một chiếc laptop cao cấp kết hợp giữa hiệu năng mạnh mẽ, thiết kế sang trọng và những tính năng vượt trội hỗ trợ học tập, làm việc hay sáng tạo nội dung, laptop LG Gram 17Z90S Ultra 7 155H (17Z90S-G.AH78A5) sẽ là một lựa chọn không thể tuyệt vời hơn. Sản phẩm không chỉ đáp ứng các tiêu chuẩn công nghệ hiện đại, chip AI tân tiến, màn hình 17 inch ấn tượng,... mà còn mang lại những tiêu chuẩn đẳng cấp cho người sử dụng.']"
Laptop MSI Prestige 16 AI+ B2VMG Ultra 9 288V/32GB/1TB/Balo/Win11 (016VN),MSI,45.990.000₫,43.190.000₫,-6%,//www.thegioididong.com/laptop/msi-prestige-16-ai-b2vmg-ultra-9-288v-016vn,"['Trong thời đại công nghệ phát triển vượt bậc, việc chọn một chiếc laptop không chỉ đáp ứng nhu cầu cơ bản mà còn hỗ trợ sáng tạo, tối ưu hóa hiệu suất làm việc và đồng hành trong những trải nghiệm giải trí là yêu cầu ngày càng cao. Laptop MSI Prestige 16 AI+ B2VMG Ultra 9 288V (016VN) chính là sự lựa chọn lý tưởng, vượt xa tiêu chuẩn bạn trông chờ không chỉ trong thiết kế mà còn hiệu suất xử lý.']"
Laptop Samsung Galaxy Chromebook Go XE310XDA N4500/4GB/32GB/ChromeOS,Samsung,9.990.000₫,7.990.000₫,-20%,//www.thegioididong.com/laptop/samsung-galaxy-chromebook-go-xe310xda-n4500,"['Bạn muốn tìm một mẫu laptop cho con trẻ học tập, sinh viên sử dụng hay nhân viên văn phòng trong mọi việc hàng ngày có cấu hình ổn định nhưng lại không có mức giá thành quá cao. Laptop Samsung Galaxy Chromebook Go XE310XDA N4500 chắc chắn là sự lựa chọn đáng cân nhắc nhất trong phân khúc.']"
Laptop Lenovo Legion 7 16IRX9 i9 14900H/32GB/1TB/8GB RTX4070/165Hz/Win11,Lenovo,Không có,Không có,Không có,//www.thegioididong.com/laptop/lenovo-legion-7-16irx9-i9-83fd004mvn,"['Laptop Lenovo Legion 7 16IRX9 i9 14900H không chỉ là một chiếc laptop mà còn là công cụ mạnh mẽ giúp bạn vươn tới những đỉnh cao mới trong gaming, thiết kế đồ họa và sáng tạo nội dung. Với cấu hình ""khủng"" từ vi xử lý Intel Core i9 thế hệ 14 và card đồ họa RTX 4070, chiếc laptop này sẵn sàng đồng hành cùng game thủ trong mọi cuộc phiêu lưu từ thế giới ảo đến những dự án khó nhằn nhất.', 'Phiêu lưu ""không giới hạn"" với Intel Gen 14 và card NVIDIA RTX 4070']"
Laptop Asus Vivobook S 16 M5606KA R7 AI 350/24GB/512GB/OfficeHS24+365/Win11 (RI016WS),Asus,30.990.000₫,29.290.000₫ *,-5%,//www.thegioididong.com/laptop/asus-vivobook-s-16-m5606ka-r7-ai-350-ri016ws,Không có
Laptop Acer Aspire 5 A514 56P 54TN i5 1335U/8GB/512GB/Win11 (NX.KHRSV.004),Acer,15.990.000₫,13.990.000₫ *,-12%,//www.thegioididong.com/laptop/acer-aspire-5-a514-56p-54tn-i5-nxkhrsv004,"['Những mẫu máy xách tay Aspire từ Acer luôn là sự lựa chọn thật tuyệt vời cho công việc và giải trí trong phân khúc tầm trung. Phiên bản laptop Acer Aspire 5 A514 56P 54TN i5 1335U (NX.KHRSV.004) sở hữu con chip thế hệ 13 mạnh mẽ, bộ nhớ RAM mượt mà, độ phân giải WUXGA,... mang đến điểm cân bằng lý tưởng cho mọi nhu cầu hàng ngày.']"
Laptop Acer Nitro V 15 ANV15 41 R2UP R5 6600H/16GB/512GB/4GB RTX2050/165Hz/Win11 (NH.QPGSV.004),Acer,20.490.000₫,19.690.000₫,Không có,//www.thegioididong.com/laptop/acer-nitro-v-15-anv15-41-r2up-r5-nhqpgsv004,"['Bạn đang tìm kiếm một chiếc laptop không chỉ mạnh mẽ trong cấu hình mà còn đậm cá tính nhưng giá thành lại còn hợp lý. Laptop Acer Nitro V 15 ANV15 41 R2UP R5 6600H (NH.QPGSV.004) chính là lựa chọn hoàn hảo để nâng tầm trải nghiệm game và sáng tạo của bạn. Sở hữu thiết kế ấn tượng cùng hiệu năng vượt trội, chiếc laptop này hứa hẹn sẽ chinh phục cả những game thủ khó tính nhất.']"
Laptop Asus Vivobook 15 X1504ZA i5 1235U/16GB/512GB/Win11 (NJ1546W),Asus,16.990.000₫,14.490.000₫ *,-14%,//www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i5-nj1546w,"['Đừng bỏ lỡ cơ hội sở hữu ngay chiếc laptop Asus Vivobook 15 X1504ZA i5 1235U (NJ1546W) tại Thế Giới Di Động với mức giá niêm yết cực hấp dẫn. Với thiết kế hiện đại, cấu hình hợp lý và cân bằng cho mọi vấn đề từ giải trí đa phương tiện đến học tập và làm việc.']"
Laptop HP Gaming VICTUS 16 s0077AX R7 7840HS/16GB/512GB/144Hz/6GB RTX3050/Win11 (8C5N6PA),HP,Không có,Không có,Không có,//www.thegioididong.com/laptop/hp-gaming-victus-16-s0077ax-r7-8c5n6pa?utm_flashsale=1,"['Đón chào mẫu laptop gaming dòng Victus đến nhà HP, với diện mạo hoàn toàn mới, hiệu năng khủng cùng khung hình mở rộng lên đến 16.1 inch. Laptop HP Gaming VICTUS 16 s0077AX R7 7840HS (8C5N6PA) chắc chắn sẽ cho bạn những trải nghiệm giải trí tuyệt vời, đã mắt nhất.', 'Thiết kế cao cấp cùng dáng dấp mạnh mẽ từ dòng máy chiến game']"
Laptop HP Elitebook 635 Aero G11 R7 8840HS/16GB/512GB/Win11 (A8WS7PT),HP,27.990.000₫,26.290.000₫ *,-6%,//www.thegioididong.com/laptop/hp-elitebook-635-aero-g11-r7-a8ws7pt,"['Cỗ máy công việc mạnh mẽ với con chip AMD Ryzen 7 tân tiến, hàng loạt các tính năng hiện đại cùng thiết kế độc đáo cho phong cách sang trọng sẽ khiến bạn không thể rời mắt. Hãy sắm ngay chiếc laptop HP Elitebook 635 Aero G11 R7 8840HS (A8WS7PT) với mức giá ưu đãi tại Thế Giới Di Động.']"
Laptop Dell Inspiron 15 3530 i7 1355U/16GB/1TB/120Hz/OfficeHS/Win11 (N3530-i7U161W11BLU-FP),Dell,23.490.000₫,22.490.000₫ *,Không có,//www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n3530i7u161w11blufp,"['Laptop Dell Inspiron 15 3530 i7 1355U (N3530-i7U161W11BLU-FP) được thiết kế từ trong ra ngoài hoàn toàn lý tưởng cho nhu cầu học tập, công việc văn phòng và giải trí. Với bộ vi xử lý Intel Core i7 thế hệ 13, RAM đến 16 GB, SSD 1 TB,... sản phẩm này tự tin đáp ứng mọi yêu cầu về hiệu suất và tính linh hoạt, giúp bạn dễ dàng vượt qua mọi thử thách trong học tập và công việc hàng ngày.']"
Laptop MSI Gaming Thin 15 B12UCX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Balo/Win11 (2046VN),MSI,Không có,Không có,Không có,//www.thegioididong.com/laptop/msi-thin-15-b12ucx-i5-2046vn,"['Sự kết hợp hoàn hảo giữa bộ vi xử lý Intel Gen 12 mạnh mẽ và card đồ họa NVIDIA 20 series tiên tiến biến laptop MSI Gaming Thin 15 B12UCX i5 12450H (2046VN) thành cỗ máy chiến game và sáng tạo nội dung đích thực, đáp ứng mọi nhu cầu sử dụng của người dùng.']"
Laptop Asus TUF Gaming A15 FA506NCR R7 7435HS/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN097W),Asus,Không có,Không có,Không có,//www.thegioididong.com/laptop/asus-fa506ncr-r7-hn097w,"['Laptop Asus TUF Gaming A15 FA506NCR R7 7435HS (HN097W) không chỉ là một chiếc laptop mạnh mẽ mà còn mang đến trải nghiệm gaming đẳng cấp với những tính năng độc đáo, thiết kế mạnh mẽ và hiệu năng ấn tượng từ bộ xử lý Ryzen 7 cùng card đồ họa RTX 3050. Đây chính là ""vũ khí"" không thể thiếu cho game thủ đam mê các tựa game tốc độ cao và yêu thích sự cá tính, nổi bật của dòng TUF Gaming.']"
Laptop Acer Aspire Lite 14 51M 36MH i3 1215U/8GB/256GB/Win11 (NX.KTVSV.001),Acer,10.490.000₫,9.490.000₫ *,-9%,//www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36mh-i3-nxktvsv001,"['Laptop Acer Aspire Lite 14 51M 36MH i3 1215U (NX.KTVSV.001) luôn chiếm sự ưu ái cao của người dùng trong phân khúc máy tính xách tay giá rẻ bởi thiết kế sang trọng, hiện đại, cấu hình ổn định và tính ứng dụng cao trong công việc.']"
Laptop Acer Gaming Nitro V ANV15 51 53NE i5 13420H/16GB/512GB/4GB RTX2050/144Hz/Win11 (NH.QNASV.002),Acer,23.990.000₫,19.990.000₫ *,-16%,//www.thegioididong.com/laptop/acer-nitro-v-anv15-51-53ne-i5-nhqnasv002,"['Laptop Acer Gaming Nitro V ANV15 51 53NE i5 13420H (NH.QNASV.002) sở hữu diện mạo ""thoát ly"" hoàn toàn so với thế hệ tiền nhiệm, sắc sảo và cá tính hơn, đi kèm với đó là hiệu năng vượt trội từ con chip Intel Gen 13 dòng H để bạn chinh phục các tựa game đỉnh cao.', 'Thiết kế đầy nổi bật, táo bạo hơn']"
Laptop MacBook Pro 16 inch M4 Pro 24GB/1TB,MacBook,69.990.000₫,69.490.000₫,Không có,//www.thegioididong.com/laptop/macbook-pro-16-inch-m4-pro-24gb-1tb,"['Sau thành công vang dội của MacBook M3, Apple tiếp tục chinh phục thị trường công nghệ với phiên bản Macbook Pro 16 inch M4 Pro 24GB/1TB. Mẫu laptop mới không chỉ cải thiện mạnh mẽ về hiệu năng mà còn mang đến những trải nghiệm tối ưu nhờ tích hợp công nghệ tiên tiến, màn hình sắc nét cùng tính đa dụng cao. Nếu là một iFan chính hiệu thì chắc chắn bạn sẽ không thể bỏ qua mẫu sản phẩm này.', 'Hiệu suất đỉnh cao qua từng kiểm nghiệm']"
